Serial No.,Course,Status,Course Type,Course Variant,Academia+LMS,Student ID,Student Name,Program,Batch,Period,Enrollment Date,Primary Faculty
679,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,1210267dde25256fbe61c201b519d0fba8ff17ba8433ac98cfaebaf5706c7c5d,167ef23a641763a7c75222fbde6d3979412189c83326151fee7a3cf7de0adadf,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
680,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,99a4379b3c9730969f222fdb848df28dc720ddd07f5a1e3bbf5a16fcc679cb06,543eccbde18fbae3c1e3fc68b25af46766eed413caef6c8b81c01756cb630418,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
681,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,d7e16540edbd2a129894ac407bdfdf1dc039d90aba023c0acb4649244cb32e4e,96c2ee5fece51bf612ca96ff1eabb53ff248ae263fb1f3be83c560f9e61036c1,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
682,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,60811babd8d88c0992b74dd53dcce804b977790ba16799876ff28a30e87adaa2,5ade82533e510335aa4431d139ccbaf47e6d3aa8bfceb2f525b29c25f87c58ec,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,28/07/24,V Ramasubramanian
683,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,068b3949303317cf230f7d66cb7158a093b3add302122f12fe2e42490465d8a2,e4fbc2c46bf00390d3f9a71b5924593c74a1befed2a634972557caf0d7fb5491,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,24/07/24,V Ramasubramanian
684,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,f79c718d286c60bbd38044197a0ea3aba05ae78f41f95a3bd061e572120cfd15,793bc637cdc49649e7f5ac1c2f014fba356cf994166c4ecc50dc5807502c0003,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
685,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,79180b62c431514bb36af148eb911d5dbb2a8d432cd7b381f3902b0e217a9c3f,c227db195eb8aefe6169a0cc2b41b7a0d7cd3dd0e8ac66a762a3e97a32af22ac,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,24/07/24,V Ramasubramanian
686,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,b56a9df86a0dc7550831ac62f96310496b1eb37152ce5d66d17a4559c722ba81,51dfb9d716e043e5e1e824656240d63367bf091d5768e019a8dec3372794820a,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
687,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,7bb4e86a8ce93c733152608f86884151b4fecaa8038adc9e04e8078af3019982,e8efc755291bcf509e9039d98b0045a95369b69df982a272a20dde439cbf97a5,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
688,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,430d841074dff81e986ef52feb2540caf94ec8318cc3b15da27493d9cdc0d14f,8b2c79da33eb2cd6bac0ba98ae0f671c51bd76e316a36a9eb773a9cd620f56e3,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
689,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,086cffa060c438f9e589d71ae7fd4a22c38fe0da05d6bddbb3376f6a9d27a13f,d395c9a404664e84bf653dfe168b437b38b5705ec672ca8b74995c499029f422,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,24/07/24,V Ramasubramanian
690,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,be53884f13c898cf5e9c062ff67dd367a67b4fc9ab70d02665089bdd29c30544,72c905bfa80029fdb10d97958d8432207aaaaac3cc67c307a7ee489d5d7fd5e7,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,05/08/24,V Ramasubramanian
691,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,4775c1e898d3766a06e1c8c1fbd24b66c21fcf08bd57773c90118fb40eba7b21,e37f227f5bbc9e75391f3f91894a5779a8f3fb50d4a2dc60dc24cccd7d815cbc,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,28/07/24,V Ramasubramanian
692,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,20a4fd131db96d7f5ba0cb16c024ea144fd60db9f43039aa8063bc6ecd1873b1,2219defa2f9c22bb530aa3dfc2f1f1c8108b1a19a15f742023f81b9cb05c7490,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
693,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,dda2452faa29be34fa03587dc9c4c5c3c2d5b8a7b69d620e97f682c9f3ad5189,8131a670b884ddbfbcfac619dfdfe1e7113aca96222ec5d5fe49078ec80ec005,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,31/07/24,V Ramasubramanian
694,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,704780a1cf716412759c6d3cd6a7d5d9647a42cff76e0319b838d30cd01a775f,17e613f1e2316f646254bbd1445a4f599196cb3a79d0c571ec113e39fff45130,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,31/07/24,V Ramasubramanian
695,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,2cec9f7e3a4bfeaead296301912f7d98771c561b5ce29221ccf09b026cc9cf10,c401a589a0659fe078dcfc5142e5e530c199b86aaf73f3ea33ae9174d954da17,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
696,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,1c3ef92ef5e181fd211216e5177a35dbf476020faec91a159ebf673a7ddb3b85,f696f3b1bcf374101b24c27c9edc409e46ec9b47eed9ab0d5a954a627cb267e4,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
697,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,469f5beb803dfd995dbbaf89275161aedc28188ea3e7947ad901aefceb36cc4a,ef4c688caf50251e26dcc344172d2029e1de78ab83a80a03e9bbe9fd91174034,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
698,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,653d4d0a7e6b57c1311939db71bb9db9b1a0bfe67051deee71c72a068068765b,b3c8d4c3aedc364f667bff624b71fbcb7fcca72e5562d9091ce659a952dc6334,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
699,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,eb33989af9668a2d5c788428e70d083cfd28d7b7c2c373d080776cc1e0802c47,28affa11968d0b55308cea0c2836f154a1296208b430035a940b9e91ea01aa67,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,31/07/24,V Ramasubramanian
700,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,ab3ebb4d519e78f3e55fdd159eefbf5330ee97520a5cfe7422a7b08c9e2f0039,8c93067fd6849a2b595b7f86af5aa56e91006874674011cc85b6b79dbcc53a6e,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,30/07/24,V Ramasubramanian
701,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,5936d16e0a22a28604713b6bb280aa4f08e81f4c05bf58b761398ff4436534a7,61410969222330a3daeea517984a83f5c593018ab5fb5766ec0b803986a0a642,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
702,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,e963bfcfaf02ce3bdd2a07f4f6faa6bafac7ba546d978b1c176689acdf9d31bc,fa6c3a08d1af1e29d71c7ff4db06aa146157f00d063993877bf35d342adc649d,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
703,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,2cc97f414d046be057ee5827a1c70cb3d6c08edda17d2ed30804ed110a16f31e,06757fd70a6f3464fc74d24e994794ffa70f571c2aaebec44268e73055322a34,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,24/07/24,V Ramasubramanian
704,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,9a53df0479987a367b281407175db45018f5fc8ae656661192fe577991376ac1,1df476fde9d95588b35b1aabc33993a09bf0e92efdb7e45bce0d1dc60192cb34,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,29/07/24,V Ramasubramanian
705,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,856e92c0506b7a4125daff6e48b7ef321dd465def743954f5c0e76efc295c3f4,3eb21b66446637e171fee6d8d21db0c8e689ea2ca2f5ec08b7c47a9ba954a522,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
706,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,b5894c90795c30b157cf62446f310d36eddf11e5e621bfd28349af09b594798f,c15b1d99e20d98c2e2575c0dfa0e3f4032a9ee0dbb21fd5d3f54e7864b4a3b15,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
707,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,ab59c4d4e732e0e063d7e795664fc2c996a3e64f1a19e2e9a5c860612f3a779c,e68a302c8efbfeba2d074326a57e84ffd8b852432daac3edbef0af952b094695,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
708,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,771d38d453ba7bc6310ad956ddf6247824cf122cb1c039813414b845ed9caa31,39e2c9f9e03fa431d1b99d99b3e1330a62d300e565b75996ed54736b2a1fa864,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,24/07/24,V Ramasubramanian
709,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,ce2b1e0340388365683440e0367f930f809dfcdbcfdfa04dd3a841b3fb657750,fdff49c0a3179db906939b942181e9154318b28355e9d3951e306825e292245b,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
710,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,70c956004d13925bb855eb6073be299cb53e04945d5963164704bbc372b3a715,6872148f32f3b5bec183d914f29fff6e806012b97eefecc1c21e9c0283954478,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
711,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,89ccff79db20d82a94677b59872137daa381b276deb289dbfc132114d32d8dc6,26caf350594f389ed9fa91d6bf763d6a10c8b27cf7e16a249273eef277f19c4c,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,31/07/24,V Ramasubramanian
712,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,beb4de31e553fdc7cf6b8cf89bb57379fb9017be71fb258856b97d2174912d76,c045b494249f1dc9771539802954c275f3aa686cf0b4b210a5d72805aaf34b9d,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,24/07/24,V Ramasubramanian
713,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,03bb38ce80a1c174d1269011950996b62eaf620d06be5fe20f9944efda4c4bf8,8430a9d971cd055b8eec704e202ae8d345e2d221a76baf8162742b11ad31a276,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
714,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,865bbb14aa23e27a27a9d81cfcfba9090af44422e6c9c5341154cf2b91df8dc7,00b609235dfa5c3feca2627a7e958de4723315dcbe000bebb6fac6db3e700dba,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,02/08/24,V Ramasubramanian
715,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,0b338c23332e95ce6df1c29b939c5929beb31d758c06a7c93087c2acedb96461,622b437df6cea640d743dd1979357aa74fcbc2949d51482b8dde879b5dd912bd,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,24/07/24,V Ramasubramanian
716,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,7d234213c46b05e039b72a4a2bd07753df13b0295c02086b0a569e3f92c5dfa0,9bf120edc0a1cabe33db96d93e9ef2f7dd1bfd27d50aac50fd3348762c2ff581,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,29/07/24,V Ramasubramanian
717,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,b1a55fadd569129cc5df62c49c89c0b2c881c670908bfb7ea784924855019b93,e1653b4aa7110db71c96d38154998edd35e20117c8390a8ba26afa9647614a39,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,26/07/24,V Ramasubramanian
718,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,824c07dfce718f5e1a6928d871c3bd15f4d2ea18cc8f7ef44e9e749e1cac9b93,649bfe8575bc9bfe501f418e72b9cce5f2926b8e5d7903abe019a285ab329c58,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,28/07/24,V Ramasubramanian
719,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,5d503500bc06655d0cf441f90dcb8523d60ed30276828142b524f52a0cdbefe3,77fb145c2d931ea80bd1ae3ddb54972c66fc93b9bcdddbeb6d3511f39f9fb300,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
720,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,9f2c922b024aaecdf8ae868efc62f8663c83ebd891a6799ff057fdaa57f51207,d59761ec1a96c98588de3e6cadb2c57af0d39452e0ccea3ea2de8af798a483b5,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
721,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,113cd15f3004450290128fc76067d162c0a77e487913fb24be866c1f3ea90814,2477e53d5f0aa576d858969a6a81f268172d42ad84f73d963fed811588834f91,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
722,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,374580d2e6bddc65e7b2e650e6ca0884aa3db5b31c66c4ee1303a7d8183065ec,6e589306d1aa401343eeb25c20ce95b7b19fdcc5ca532d2b0e88857c231cdf11,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,24/07/24,V Ramasubramanian
,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,90bc1acf4a6de2cc127c0573efa073f9c23e0cc0d1fa4037f62ae57c718b4573,0383259fa91a47c376ea3eae32b99cfa48f067dac637fa3c485a82f3be5aff00,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
724,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,8b73db47db2c3bfa9ac296ebf0ee7eb442ba5261b7cd22b8533785014cf1d732,c9dfb52c4f3aada8723cbbb1b933b17844935197094bf72ecc59a9c29df24ce9,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,25/07/24,V Ramasubramanian
725,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,a8261aaa396168651cee9c65718e69efa8fcc96d7f5a3011fa9be8e1bfc11cdc,c13ce8a87881c510a8adb1a4f6f52b16184b8509d05deeec5041403a3b71aa39,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
726,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,cea3edb5d748185ca6f30741e6c6241c623beac58446c07026f81987f9cec00e,39f30866f5fe79f56d18b0ee39660e3bab99d8b5f2374ef9128c7001577d7364,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,26/07/24,V Ramasubramanian
727,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,e300dc83110c7ae36d25e20e923a8f4e8781f3f22bfe6065fc3a751e9c39b783,b470fd9620577d44bfa7e01b69e926557c5477e0e9416c9a2aa6bacaf1c63e45,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
728,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,f7c9723baeef1d903452b7622033c0863b57f98c0bd91ef9911fc1b64efc00ec,7907a7380506c12c2410c282528dc1443743a9ceddb25c214d006464b3382867,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,31/07/24,V Ramasubramanian
729,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,f07ab1312e60a654c895c5cbf4d5260e0441757dde27e165bab3c5d3784c605b,50b308414a708c5aa623051eb40869290a6912f3aa94f09c05942260bdf395db,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,24/07/24,V Ramasubramanian
730,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,226a31ead0b3b5f04b621b1acdd8d8b39b84ce1fe9242d55c17c08c7abadcd07,93be124b19a52238e0496141423921d17bc8b3e4570d0becd725635f384aeb03,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,31/07/24,V Ramasubramanian
731,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,4b77ea1d795845a890b15a8f601c380cd81a8242d3650ad6883251f11c3e0db7,96e822e83c6d185957db88236b131a8b17db88889080c09db67174a87c4e400e,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,24/07/24,V Ramasubramanian
732,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,56b2fad34ce9c7aca672ffdb7ad2af70cd22473532f462e6b51a60ac566ae845,bc7bde19a6dc45b8daeca52c77f5fecbc220873ac6edfadbfef0cf52cbbe9e7d,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
733,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,1356118020229b101c396c949f68095f255f1fb7178d22fdcc10e7248d8429f0,393dadf38c82cdb43925355a7553e5e11c55f538255050e307c8163fb6f45411,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
734,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,c9a1161c29e7a218a0b2c45429377c47f786bf2e0e6baa557785956b4d2e1448,88f0728456428642021d8f731d3c077e162ff1fb43e76feb880e721496d8cf2b,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
735,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,378cfb9061199a829cd1332e1a85b915a9d02cd4fac554ca6e1d8d9dcc49d33d,9b7d065712c151c27ee7ea7283be7437065e1b5e8407b24fb2dd5dd375ecbf84,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
736,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,88383287ff6e28bfa125c5dba0b98d18cd69212aa92f8298a240c648acdc8807,a47f70b4ce4cc1475a1a53a5c8303aa6b79e9d8a0d26bf6eb6de50b3225cdd4e,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
737,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,8dc407a67f622b2211e5f3e67c186be62123f773d1fb3595dd4c80cfecf8555d,e0dd65c57bd82ce930d528d85d626a12d7a33c3a5e8572f8ca49325aeddde97e,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,25/07/24,V Ramasubramanian
738,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,5ee2a4434a7f8ee2cd519226abc5389388750a32d9e69f80c738cc502d746033,964de836d2d6e055a77c7228e1e42b3d8dc591ccb7502e31243745a7a57858ed,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
739,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,09d0e856accaa86e743670ebc442a9fffb47c26c726b55d86ed9965e31f9334d,533649cdf4926b45427fd42cfad5d0f511ad61a02f9b1a0e5c9157a331df5362,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
740,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,ed35320c6bbe97dba3a6ce0e162e9e5c5fe32b290516957d2eb4416b334dfcc9,e765e2de39e321160508798d1fc864a5ac6f3c5bb010c06af0c09f7bfe4a2969,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
741,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,a026287cf360ec02fc2a82d0d9fe92ec4f8329e4d0e075e18d0a25c11f2b695d,16503d14d9122340472baa8ae176ac449f0c285adc4ee7b20c8f6427f5ef634e,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
742,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,ba6cc73c4ac891e762351af6f3919816a9680f8391a604bd71f6ceb9dd504f92,74c7b85bb1af0b022f9f5d218f5b6abad8835c3f047925a18737bdb27e7b2b90,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,31/07/24,V Ramasubramanian
743,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,487f66de3ab666ee19c229e192ad0e4cec1c8254a96d0e664a1a4f963ceed695,3cd2d98c567f5bb70495147a63531eb652b0ef38d446aa40b24526df965a994e,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,30/07/24,V Ramasubramanian
744,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,d8d92fa187b246e5907c0c926aa59a3670f8b9aee6b1ebf097a93f854aa2b027,0921cf50bc6fd3bde68da5b456f4601512d26012fdd3dfbe37331f49a132526e,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,25/07/24,V Ramasubramanian
745,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,b6d515604849975a82c15b81ba18996958036642ee28473146b34cd287964a04,efa543a7b41a1c07dd1599e9f3e77e7e19c17e4b72612db381d8cc9d68a3582d,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
746,AIM 840 / Self-Supervised Learning,,REGULAR,AIM 840/Self-Supervised Learning/Term I 2024-25/T1-24-25-AIM 840,,e6046f42af6a659e10ab4fd943d5bd013de1829c58c010084ce3b3a7a6511d29,a08a74708b575741ddb46f61e7a6ac078fa001ba51a971e6b6c0697835079338,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian
